Idx,Title,Year,Info,Rating,URL
No.57,指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,(2001),; 导演:彼得·杰克逊; 编剧:弗兰·威尔士/菲利帕·鲍恩斯/彼得·杰克逊/J·R·R·托尔金; 主演:伊利亚·伍德/西恩·奥斯汀/伊恩·麦克莱恩/奥兰多·布鲁姆/维果·莫腾森/多米尼克·莫纳汉/比利·博伊德/克里斯托弗·李/马尔顿·索克斯/梅根·爱德华兹/伊安·霍姆/MichaelElsworth/凯特·布兰切特/阿兰·霍华德/马克·弗格森/肖恩·宾/萨拉·贝克/NoelAppleby/劳伦斯·马克奥雷/安迪·瑟金斯/彼得·麦肯齐/SarahMcLeod/伊恩·穆内/克雷格·帕克/卡梅隆·罗德/约翰·瑞斯-戴维斯/MartynSanderson/HarrySinclair/丽芙·泰勒/大卫·韦瑟莱/雨果·维文/菲利普·格里夫/威廉·约翰逊/伊丽莎白·穆迪/布莱恩·瑟金特/吉诺·阿赛维多/JarlBenzon/JørnBenzon/BenBritton/杰德·布罗菲/诺曼·凯茨/兰德尔·威廉·库克/萨比恩·克洛森/西奥沙福瓦/本·弗兰舍姆/JonathanHarding/TaeaHartwell/彼得·杰克逊/SamKelly/艾伦·李; 类型:剧情/动作/奇幻/冒险; 官方网站:www.lordoftherings.net; 制片国家/地区:新西兰/美国; 语言:英语/辛达林语; 上映日期:2002-04-04(中国大陆)/2001-12-19(美国); 片长:178分钟/208分钟(加长版)/228分钟(蓝光加长版); 又名:魔戒首部曲：魔戒现身/指环王I：护戒使者/魔戒1：护戒联盟; IMDb链接:tt0120737; ; ,9.0,https://movie.douban.com/subject/1291571/
No.58,钢琴家 The Pianist,(2002),; 导演:罗曼·波兰斯基; 编剧:罗纳德·哈伍德; 主演:艾德里安·布洛迪/托马斯·克莱舒曼/艾米莉娅·福克斯/米哈乌·热布罗夫斯基/埃德·斯托帕德/穆琳·利普曼/弗兰克·芬莱/茱莉亚·蕾娜/杰西卡·凯特·梅耶尔/理查德·赖丁斯; 类型:剧情/音乐/传记/历史/战争; ; 制片国家/地区:法国/德国/英国/波兰; 语言:英语/德语/俄语; 上映日期:2002-05-24(戛纳电影节)/2002-09-25(法国); 片长:150分钟; 又名:钢琴战曲(港)/战地琴人(台)/战地琴声/钢琴师; IMDb链接:tt0253474; ; ,9.2,https://movie.douban.com/subject/1296736/
No.59,黑客帝国 The Matrix,(1999),; 导演:莉莉·沃卓斯基/拉娜·沃卓斯基; 编剧:莉莉·沃卓斯基/拉娜·沃卓斯基; 主演:基努·里维斯/劳伦斯·菲什伯恩/凯瑞-安·莫斯/雨果·维文/格洛丽亚·福斯特/乔·潘托里亚诺/马库斯·钟/朱利安·阿拉汗加/马特·多兰/贝琳达·麦克洛里/安东尼雷派克/罗伯特·泰勒/阿达·尼科德莫/罗温·维特/TamaraBrown/NatalieTjen/比尔·扬/ChrisScott/纳许·埃哲顿; 类型:动作/科幻; ; 制片国家/地区:美国/澳大利亚; 语言:英语; 上映日期:1999-03-31(美国); 片长:136分钟; 又名:22世纪杀人网络(港)/廿二世纪杀人网络(港)/骇客任务(台)/骇客帝国; IMDb链接:tt0133093; ; ,9.0,https://movie.douban.com/subject/1291843/
No.60,美丽心灵 A Beautiful Mind,(2001),; 导演:朗·霍华德; 编剧:阿齐瓦·高斯曼/西尔维娅·纳萨尔; 主演:罗素·克劳/艾德·哈里斯/詹妮弗·康纳利/克里斯托弗·普卢默/保罗·贝坦尼/亚当·戈德堡/乔什·卢卡斯/安东尼·拉普/贾森·加里-斯坦福德/贾德·赫希/奥斯汀·潘德尔顿/薇薇·卡登尼/吉莉·西蒙/维克多·斯坦巴赫/坦娅·克拉克/罗伊·辛尼斯/谢丽尔·霍华德/兰斯·霍华德/简·詹金斯/乔什·帕斯/瓦伦蒂娜·卡迪纳利/蒂格尔·F·伯格里/迈克尔·埃斯佩尔/艾米·瓦尔兹/小艾德.朱普/卡拉·奥奇格罗索/斯特里奥·萨万特/迈克尔·阿伯特/雷吉·奥斯汀/凯德·比特纳/理查·布莱恩特/丹·陈/乔纳·福尔肯/法布里奇奥·范特/斯科特·费恩斯特罗姆/迈克尔·菲奥里/塞斯·盖贝尔/埃文·哈特/杰森·霍顿/布莱丝·达拉斯·霍华德/朗·霍华德/多里·曼佐尔/罗伯特·迈尔斯/里德·彭尼/米尔斯·彼埃尔/肖恩·里德; 类型:剧情/传记; ; 制片国家/地区:美国; 语言:英语; 上映日期:2001-12-13(加州首映)/2002-01-04(美国); 片长:135分钟; 又名:有你终生美丽(港)/美丽境界(台)/完美大脑; IMDb链接:tt0268978; ; ,9.0,https://movie.douban.com/subject/1306029/
No.61,"两杆大烟枪 Lock, Stock and Two Smoking Barrels",(1998),; 导演:盖·里奇; 编剧:盖·里奇; 主演:杰森·弗莱明/德克斯特·弗莱彻/尼克·莫兰/杰森·斯坦森/斯蒂文·麦金托什/斯汀/维尼·琼斯; 类型:剧情/喜剧/犯罪; ; 制片国家/地区:英国; 语言:英语; 上映日期:1998-08-28(英国); 片长:107分钟/115分钟(导演剪辑版); 又名:够姜四小强(港)/两根枪管(台)/两只老烟枪/魔高一丈/两杆老烟枪; IMDb链接:tt0120735; ; ,9.1,https://movie.douban.com/subject/1293350/
No.62,饮食男女 飲食男女,(1994),; 导演:李安; 编剧:李安/王蕙玲/詹姆斯·夏慕斯; 主演:郎雄/杨贵媚/吴倩莲/王渝文/张艾嘉/归亚蕾/赵文瑄/陈昭荣/陈捷文/卢金城/唐语谦/洪其德/王瑞/杜满生/王玨/陈妤/左正芬/许敬民/聂卓晶/丁仲; 类型:剧情/家庭; ; 制片国家/地区:中国台湾/美国; 语言:汉语普通话/闽南语/湖南话; 上映日期:1994-08-03(美国); 片长:124分钟; 又名:EatDrinkManWoman; IMDb链接:tt0111797; ; ,9.1,https://movie.douban.com/subject/1291818/
No.63,飞越疯人院 One Flew Over the Cuckoo's Nest,(1975),; 导演:米洛斯·福尔曼; 编剧:劳伦斯·奥邦/博·古德曼/肯·凯西/达尔·瓦瑟曼; 主演:杰克·尼科尔森/丹尼·德维托/克里斯托弗·洛伊德/路易丝·弗莱彻/威尔·萨姆森/特德·马克兰德/布拉德·道里夫/斯加特曼·克罗索斯/迈克尔·贝里曼/彼得·布罗科/穆瓦科·卡姆布卡/威廉·达尔/乔西普·艾利克/西德尼·拉斯克/凯·李/德怀特·马费尔德/路易莎·莫里茨/威廉·雷德菲尔德/菲利普·罗斯/米米·萨奇席恩/文森特·斯卡维利/米斯·斯马尔/德罗斯·V·史密斯; 类型:剧情; ; 制片国家/地区:美国; 语言:英语; 上映日期:1975-11-19(美国); 片长:133分钟; 又名:飞越杜鹃窝(台)/飞越喜鹊巢; IMDb链接:tt0073486; ; ,9.1,https://movie.douban.com/subject/1292224/
No.64,本杰明·巴顿奇事 The Curious Case of Benjamin Button,(2008),; 导演:大卫·芬奇; 编剧:艾瑞克·罗斯/罗宾·史威考德/F·司各特·菲茨杰拉德; 主演:凯特·布兰切特/布拉德·皮特/朱莉娅·奥蒙德/芳妮·A·钱勃丝/伊莱亚斯·科泰斯/杰森·弗莱明/大卫·詹森/蒂尔达·斯文顿/艾丽·范宁/乔安娜·塞勒/乔什·斯图沃特/丹尼·文森/塔拉吉·P·汉森/马赫沙拉·阿里/菲奥娜·黑尔/唐娜·杜普兰提尔/兰斯·E·尼克尔斯/特德·曼森/克莱·卡伦/菲利斯·萨莫维尔/杰瑞德·哈里斯/麦迪逊·贝蒂/汤姆·埃沃雷特/克里斯托弗·马克斯韦尔/伊利亚·沃里克; 类型:剧情/爱情/奇幻; ; 制片国家/地区:美国; 语言:英语/俄语/法语; 上映日期:2008-12-25(美国); 片长:166分钟; 又名:奇幻逆缘(港)/班杰明的奇幻旅程(台)/返老还童; IMDb链接:tt0421715; ; ,8.9,https://movie.douban.com/subject/1485260/
No.65,让子弹飞,(2010),; 导演:姜文; 编剧:朱苏进/述平/姜文/郭俊立/危笑/李不空/马识途; 主演:姜文/葛优/周润发/刘嘉玲/陈坤/张默/姜武/周韵/廖凡/姚橹/邵兵/苗圃/冯小刚/胡军/马珂/白冰/杜奕衡/李静/胡明/危笑/杨奇雨/赵铭; 类型:剧情/喜剧/动作/西部; ; 制片国家/地区:中国大陆/中国香港; 语言:汉语普通话/四川话/山西话; 上映日期:2010-12-16(中国大陆); 片长:132分钟; 又名:让子弹飞一会儿/火烧云/LetTheBulletsFly; IMDb链接:tt1533117; ; 官方小站:; 让子弹飞; ,8.8,https://movie.douban.com/subject/3742360/
No.66,看不见的客人 Contratiempo,(2016),; 导演:奥里奥尔·保罗; 编剧:奥里奥尔·保罗; 主演:马里奥·卡萨斯/阿娜·瓦格纳/何塞·科罗纳多/巴巴拉·莱涅/弗兰塞斯克·奥雷利亚/帕科·图斯/大卫·塞尔瓦斯/伊尼戈·加斯特西/圣·耶拉莫斯/马内尔·杜维索/布兰卡·马丁内斯/佩雷·布拉索/霍尔迪·布鲁内特/鲍比·冈萨雷斯/玛蒂娜·乌尔塔多; 类型:剧情/悬疑/惊悚/犯罪; ; 制片国家/地区:西班牙; 语言:西班牙语; 上映日期:2017-09-15(中国大陆)/2016-09-23(奇幻电影节)/2017-01-06(西班牙); 片长:106分钟; 又名:死无对证(港)/布局(台)/TheInvisibleGuest; IMDb链接:tt4857264; ; ,8.8,https://movie.douban.com/subject/26580232/
No.67,绿皮书 Green Book,(2018),; 导演:彼得·法雷里; 编剧:尼克·瓦莱隆加/布莱恩·库瑞/彼得·法雷里; 主演:维果·莫腾森/马赫沙拉·阿里/琳达·卡德里尼/塞巴斯蒂安·马尼斯科/迪米特·D·马里诺夫/迈克·哈顿/P·J·伯恩/乔·柯蒂斯/玛姬·尼克松/冯·刘易斯/乔恩·索特兰/唐·斯达克/安东尼·曼加诺/保罗·斯隆/珍娜·劳伦索/肯尼斯·以色列/伊克博·塞巴/尼克·瓦莱隆加/大卫·安/迈克·切罗内/杰拉尔丁·辛格/马丁·巴特斯·布拉德福德/格拉伦·布莱恩特·班克斯/汤姆·维图/夏恩·帕特洛/丹尼斯·W·霍尔/吉姆·克洛克/戴恩·罗兹/布赖恩·斯特帕尼克/乔恩·迈克尔·戴维斯/布莱恩·库瑞/托尼亚·马尔多纳多; 类型:剧情/喜剧/传记; ; 制片国家/地区:美国; 语言:英语/意大利语/俄语/德语; 上映日期:2019-03-01(中国大陆)/2018-09-11(多伦多电影节)/2018-11-16(美国); 片长:130分钟; 又名:绿簿旅友(港)/幸福绿皮书(台)/绿书; IMDb链接:tt6966692; ; ,8.9,https://movie.douban.com/subject/27060077/
No.68,西西里的美丽传说 Malèna,(2000),; 导演:朱塞佩·托纳多雷; 编剧:朱塞佩·托纳多雷/卢恰诺·温琴佐尼; 主演:莫妮卡·贝鲁奇/朱塞佩·苏尔法罗/LucianoFederico/玛蒂尔德·皮亚纳/PietroNotarianni/GaetanoAronica/GilbertoIdonea/AngeloPellegrino/GabriellaDiLuzio/PippoProvvidenti/埃丽萨·莫鲁奇/奥罗拉·夸特罗基/露琪亚·萨多/瓦尼·布拉马蒂/SalvatoreMartino/安东内洛·普利西/NoamMorgensztern; 类型:剧情/情色/战争; ; 制片国家/地区:意大利/美国; 语言:意大利语/英语/拉丁语/古希腊语; 上映日期:2000-10-27(意大利); 片长:109分钟/USA:92分钟(heavilycut)/Turkey:84分钟(TVversion); 又名:真爱伴我行(台)/玛莲娜/玛琳娜; IMDb链接:tt0213847; ; ,8.9,https://movie.douban.com/subject/1292402/
No.69,拯救大兵瑞恩 Saving Private Ryan,(1998),; 导演:史蒂文·斯皮尔伯格; 编剧:罗伯特·罗达特; 主演:汤姆·汉克斯/汤姆·塞兹摩尔/爱德华·伯恩斯/巴里·佩珀/亚当·戈德堡/范·迪塞尔/吉奥瓦尼·瑞比西/杰瑞米·戴维斯/马特·达蒙/特德·丹森/保罗·吉亚玛提/丹尼斯·法里纳/马克斯·马蒂尼/丹兰·布鲁诺/丹尼尔·切尔奎拉/迪米特里·格里特萨斯/史蒂夫·格里芬/彼得·迈尔斯/亚当·肖/罗尔夫·萨克森/克里·约翰逊/洛克兰·艾肯/尚恩·约翰逊/莱尔德·曼辛托斯/安德鲁·斯科特/马修·夏普/文森特·沃尔什/约翰·沙拉恩/马丁·哈伯/罗非洛·迪格托勒/恩里奇·雷德曼/米歇尔·埃文斯/内森·菲利安/利兰·奥瑟/大卫·维格/瑞恩·赫斯特/哈威·普雷斯内尔/代尔·戴/布莱恩·科兰斯顿/大卫·沃尔/埃里克·罗兰/哈里逊·杨/凯思琳·拜荣/约翰·德·兰西/詹姆斯·恩布里/德里克·李/若昂·科斯塔·梅内塞斯/马克·施泰因迈尔; 类型:剧情/历史/战争; 官方网站:http://www.rzm.com/pvt.ryan/index.html; 制片国家/地区:美国; 语言:英语/法语/德语/捷克语; 上映日期:1998-11-13(中国大陆)/1998-07-24(美国); 片长:169分钟; 又名:雷霆救兵(港)/抢救雷恩大兵(台)/拯救大兵雷恩; IMDb链接:tt0120815; ; ,9.0,https://movie.douban.com/subject/1292849/
No.70,小鞋子 بچههای آسمان,(1997),; 导演:马基德·马基迪; 编剧:马基德·马基迪; 主演:法拉赫阿米尔·哈什米安/默罕默德·阿米尔·纳吉/巴哈丽·西迪奇/纳菲丝·贾法-穆罕默迪/费雷什特·萨拉班迪/KamalMirkarimi/BehzadRafi/DariushMokhtari/Mohammad-HasanHosseinian/MasumeDair/克里斯托弗·马利基; 类型:剧情/家庭/儿童; 官方网站:http://www.cinemajidi.com/children/; 制片国家/地区:伊朗; 语言:波斯语; 上映日期:1997-02(伊朗)/1999-01-22(美国); 片长:89分钟; 又名:天堂的孩子/小童鞋/ChildrenofHeaven/Bacheha-Yeaseman; IMDb链接:tt0118849; ; ,9.2,https://movie.douban.com/subject/1303021/
No.71,海蒂和爷爷 Heidi,(2015),; 导演:阿兰·葛斯彭纳; 编剧:约翰娜·施皮里/佩特拉·比翁迪娜·沃尔普; 主演:阿努克·斯特芬/布鲁诺·冈茨/昆林·艾格匹/安娜·申茨/伊莎贝尔·奥特曼/莉莲·奈福/彼得·杰克林/克里斯托夫·高格勒/丽贝卡·因德穆/莫妮卡·古布瑟/阿瑟·比勒/玛丽埃塔·耶米/彼得·洛迈尔/卡塔琳娜·舒特勒/杰拉·哈斯/迈克尔·克兰茨/劳拉·帕克/马库斯·赫林/马克西姆·梅米特/汉内洛勒·霍格; 类型:剧情/家庭/冒险; 官方网站:www.zodiacpictures.com/de/projekte/heidi; 制片国家/地区:德国/瑞士/南非; 语言:德语/瑞士德语/南非语; 上映日期:2019-05-16(中国大陆)/2015-12-10(德国); 片长:111分钟; 又名:飘零燕(港)/海蒂/阿尔卑斯山少女海蒂; IMDb链接:tt3700392; ; ,9.2,https://movie.douban.com/subject/25958717/
No.72,穿条纹睡衣的男孩 The Boy in the Striped Pajamas,(2008),; 导演:马克·赫尔曼; 编剧:约翰·伯恩/马克·赫尔曼; 主演:阿萨·巴特菲尔德/维拉·法米加/卡拉·霍根/祖萨·霍尔/安贝尔·比蒂/拉斯洛·阿隆/大卫·休里斯/理查德·约翰逊/谢拉·汉考克/伊凡·弗雷贝利/贝拉·费斯彼姆/阿提拉·埃杰德/鲁伯特·弗兰德/大卫·海曼/吉姆·诺顿/杰克·塞隆/米哈利·绍鲍多什/泽索特·萨法尔·科夫卡/奥索利亚·茱莉娅·帕普; 类型:剧情/战争; ; 制片国家/地区:英国/美国; 语言:英语/西班牙语; 上映日期:2008-09-12(英国)/2008-11-07(美国); 片长:94分钟; 又名:穿条纹衣服的男孩/穿条纹衣的男孩; IMDb链接:tt0914798; ; ,9.1,https://movie.douban.com/subject/3008247/
No.73,情书 Love Letter,(1995),; 导演:岩井俊二; 编剧:岩井俊二; 主演:中山美穗/丰川悦司/酒井美纪/柏原崇/范文雀/篠原胜之/铃木庆一/田口智朗/加贺麻理子/光石研/铃木兰兰/盐见三省/中村久美/梅田凡乃/长田江身子/小栗香织/神户浩/酒井敏也/山口诗史/山崎一/德井优/武藤寿美; 类型:剧情/爱情; ; 制片国家/地区:日本; 语言:日语; 上映日期:1999-03(中国大陆)/1995-03-25(日本); 片长:117分钟; 又名:WhenICloseMyEyes/LettersofLove; IMDb链接:tt0113703; ; ,8.9,https://movie.douban.com/subject/1292220/
No.74,海豚湾 The Cove,(2009),; 导演:路易·西霍尤斯; 编剧:马克·蒙雷; 主演:RichardO'Barry/路易·西霍尤斯/HardyJones/MichaelIlliff/JojiMorishita/IanCampbell/PaulWatson/DougDeMaster/DaveRastovich/CharlesHambleton/HayatoSakurai/Mandy-RaeCruikshank/KirkKrack/伊莎贝尔·卢卡斯/海顿·潘妮蒂尔; 类型:纪录片; 官方网站:www.thecovemovie.com; 制片国家/地区:美国; 语言:英语/日语; 上映日期:2009-07-31(美国); 片长:92分钟; 又名:血色海湾(台)/海湾/海湾屠场/海湾峡谷/TheRising; IMDb链接:tt1313104; ; ,9.3,https://movie.douban.com/subject/3442220/
No.75,音乐之声 The Sound of Music,(1965),; 导演:罗伯特·怀斯; 编剧:乔治·胡达勒克/霍华德·林赛/拉塞尔·克劳斯/恩斯特·莱赫曼/MariavonTrapp; 主演:朱莉·安德鲁斯/克里斯托弗·普卢默/埃琳诺·帕克/理查德·海顿/佩吉·伍德/查尔敏·卡尔/希瑟·孟席斯-尤里克/尼古拉斯·哈蒙德/杜安·蔡斯/安吉拉·卡特怀特/黛比·特纳/基姆·卡拉思/安娜·李/波希娅·纳尔逊/本·怀特/丹尼尔·特鲁希特/诺玛·威登/吉尔克里斯特·斯图尔特/马妮·尼克松/埃瓦德妮·贝克/多丽丝·劳埃德/格特鲁德·阿斯特/弗兰克·贝克/SteveCarruthers/山姆·哈里斯/DorothyJeakins/LeodaRichards/杰弗里·塞尔/BernardSell/NormanStevans/伯特史蒂文斯/MariavonTrapp; 类型:剧情/爱情/歌舞/传记; ; 制片国家/地区:美国; 语言:英语/德语; 上映日期:1965-03-02(美国); 片长:174分钟; 又名:仙乐飘飘处处闻(港)/真善美(台)/一个叛逆修女的故事; IMDb链接:tt0059742; ; ,9.0,https://movie.douban.com/subject/1294408/
No.76,美国往事 Once Upon a Time in America,(1984),; 导演:赛尔乔·莱昂内; 编剧:皮耶罗·德·贝纳迪/莱奥纳多·本韦努蒂/弗兰科·奥卡利/恩里科·梅迪欧力/弗兰科·费里尼/赛尔乔·莱昂内; 主演:罗伯特·德尼罗/詹姆斯·伍兹/伊丽莎白·麦戈文/乔·佩西/波特·杨/塔斯黛·韦尔德/特里特·威廉斯/丹尼·爱罗/理查德·布赖特/詹姆斯·海登/威廉·弗西斯/达兰妮·弗鲁格/拉里·拉普/理查德·弗让吉/罗伯特·哈珀/詹妮弗·康纳利; 类型:剧情/犯罪; ; 制片国家/地区:美国/意大利; 语言:英语/法语/意大利语; 上映日期:1984-02-17(波士顿首映)/1984-09-28(意大利); 片长:229分钟(导演剪辑版)/251分钟(导演剪辑加长版); 又名:四海兄弟(台)/义薄云天(港); IMDb链接:tt0087843; ; ,9.2,https://movie.douban.com/subject/1292262/
No.77,致命魔术 The Prestige,(2006),; 导演:克里斯托弗·诺兰; 编剧:乔纳森·诺兰/克里斯托弗·诺兰/克里斯托弗·普瑞丝特; 主演:休·杰克曼/克里斯蒂安·贝尔/迈克尔·凯恩/丽贝卡·豪尔/斯嘉丽·约翰逊/大卫·鲍伊/安迪·瑟金斯/派珀·佩拉博/萨曼塔·马霍林/丹尼尔·戴维斯/吉姆·皮多克/克里斯托弗·尼姆/马克·瑞安/罗杰·里斯/杰米·哈里斯/罗恩·帕金斯/瑞奇·杰/安东尼·德·马克/冀朝理; 类型:剧情/悬疑/惊悚; ; 制片国家/地区:英国/美国; 语言:英语; 上映日期:2006-10-17(罗马电影节)/2006-10-20(美国); 片长:130分钟; 又名:顶尖对决(台)/死亡魔法(港)/魔高一丈/魔道争锋; IMDb链接:tt0482571; ; ,8.9,https://movie.douban.com/subject/1780330/
No.78,低俗小说 Pulp Fiction,(1994),; 导演:昆汀·塔伦蒂诺; 编剧:昆汀·塔伦蒂诺/罗杰·阿夫瑞; 主演:约翰·特拉沃尔塔/乌玛·瑟曼/阿曼达·普拉莫/蒂姆·罗斯/塞缪尔·杰克逊/菲尔·拉马/布鲁斯·威利斯/弗兰克·威利/布尔·斯蒂尔斯/文·瑞姆斯/劳拉·拉芙蕾丝/保罗·考尔德伦/布罗娜·加拉赫/罗姗娜·阿奎特/埃里克·斯托尔兹/玛丽亚·德·梅黛洛; 类型:剧情/喜剧/犯罪; ; 制片国家/地区:美国; 语言:英语/西班牙语/法语; 上映日期:1994-05-12(戛纳电影节)/1994-10-14(美国); 片长:154分钟; 又名:危险人物(港)/黑色追缉令(台)/黑色追击令/低级趣味小说; IMDb链接:tt0110912; ; ,8.9,https://movie.douban.com/subject/1291832/
No.79,七宗罪 Se7en,(1995),; 导演:大卫·芬奇; 编剧:安德鲁·凯文·沃克; 主演:摩根·弗里曼/布拉德·皮特/凯文·史派西/格温妮斯·帕特洛/安德鲁·凯文·沃克/约翰·卡西尼/雷格·E·凯蒂/李·厄米; 类型:剧情/悬疑/惊悚/犯罪; ; 制片国家/地区:美国; 语言:英语/葡萄牙语; 上映日期:1995-09-22(美国); 片长:127分钟; 又名:火线追缉令(台)/7宗罪/Seven; IMDb链接:tt0114369; ; ,8.8,https://movie.douban.com/subject/1292223/
No.80,沉默的羔羊 The Silence of the Lambs,(1991),; 导演:乔纳森·戴米; 编剧:托马斯·哈里斯/泰德·塔里; 主演:朱迪·福斯特/安东尼·霍普金斯/斯科特·格伦/安东尼·希尔德/布鲁克·史密斯/卡斯·莱蒙斯/弗兰基·费森/泰德·拉文/崔西·沃特/丹·巴特勒/达拉; 类型:剧情/惊悚/犯罪; ; 制片国家/地区:美国; 语言:英语; 上映日期:1991-02-14(美国); 片长:118分钟; ; IMDb链接:tt0102926; ; ,8.8,https://movie.douban.com/subject/1293544/
No.81,蝴蝶效应 The Butterfly Effect,(2004),; 导演:埃里克·布雷斯/J·麦基·格鲁伯; 编剧:J·麦基·格鲁伯/埃里克·布雷斯; 主演:阿什顿·库彻/梅洛拉·沃尔特斯/艾米·斯马特/埃尔登·汉森/威廉姆·李·斯科特/约翰·帕特里克·阿梅多利/艾琳·戈洛瓦娅/凯文·G·施密特/杰西·詹姆斯/罗根·勒曼/莎拉·威多斯/杰克·凯斯/卡梅隆·布莱特/埃里克·斯托尔兹/考乐姆·吉斯·雷尼/凯文·杜兰; 类型:剧情/科幻/悬疑/惊悚; ; 制片国家/地区:美国/加拿大; 语言:英语; 上映日期:2004-01-23(美国); 片长:113分钟/120分钟(导演剪辑版); ; IMDb链接:tt0289879; ; ,8.8,https://movie.douban.com/subject/1292343/
No.82,禁闭岛 Shutter Island,(2010),; 导演:马丁·斯科塞斯; 编剧:莱塔·卡罗格里迪斯/丹尼斯·勒翰; 主演:莱昂纳多·迪卡普里奥/马克·鲁弗洛/本·金斯利/马克斯·冯·叙多夫/米歇尔·威廉姆斯/艾米莉·莫迪默/派翠西娅·克拉克森/杰基·厄尔·哈利/泰德·拉文/约翰·卡洛·林奇/伊莱亚斯·科泰斯/罗宾·巴特利特/克里斯托弗·邓汉/约瑟夫·斯科拉; 类型:剧情/悬疑/惊悚; ; 制片国家/地区:美国; 语言:英语/德语; 上映日期:2010-02-13(柏林电影节)/2010-02-19(美国); 片长:138分钟; 又名:不赦岛(港)/隔离岛(台)/孤岛疑云/荒岛追凶/孤岛恐慌/关门岛/孤岛/艾什克里夫; IMDb链接:tt1130884; ; ,8.8,https://movie.douban.com/subject/2334904/
No.83,心灵捕手 Good Will Hunting,(1997),; 导演:格斯·范·桑特; 编剧:本·阿弗莱克/马特·达蒙; 主演:马特·达蒙/罗宾·威廉姆斯/本·阿弗莱克/斯特兰·斯卡斯加德/明妮·德里弗/卡西·阿弗莱克/科尔·豪瑟/约翰·迈顿/丹·华盛顿/艾莉森·福兰德/维克·萨海/史蒂文·科兹洛夫斯基/斯科特·威廉姆·文特斯/吉米·弗林/乔治·普林普顿/弗朗切斯科·克莱门特; 类型:剧情; ; 制片国家/地区:美国; 语言:英语; 上映日期:1997-12-05(美国); 片长:126分钟; 又名:骄阳似我(港); IMDb链接:tt0119217; ; ,8.9,https://movie.douban.com/subject/1292656/
No.84,春光乍泄 春光乍洩,(1997),; 导演:王家卫; 编剧:王家卫; 主演:张国荣/梁朝伟/张震/格利高里·戴顿; 类型:剧情/爱情/同性; ; 制片国家/地区:中国香港/日本/韩国; 语言:粤语/汉语普通话/西班牙语; 上映日期:1997-05-30(中国香港)/1997-05-17(戛纳电影节); 片长:96分钟; 又名:一起快乐/HappyTogether; IMDb链接:tt0118845; ; ,8.9,https://movie.douban.com/subject/1292679/
No.85,布达佩斯大饭店 The Grand Budapest Hotel,(2014),; 导演:韦斯·安德森; 编剧:韦斯·安德森/雨果·吉尼斯/斯蒂芬·茨威格; 主演:拉尔夫·费因斯/托尼·雷沃罗利/艾德里安·布洛迪/威廉·达福/裘德·洛/爱德华·诺顿/西尔莎·罗南/蒂尔达·斯文顿/比尔·默瑞/蕾雅·赛杜/欧文·威尔逊/詹森·舒瓦兹曼/马修·阿马立克/F·默里·亚伯拉罕/汤姆·威尔金森/杰夫·高布伦/哈威·凯特尔; 类型:剧情/喜剧/冒险; 官方网站:www.grandbudapesthotel.com; 制片国家/地区:美国/德国/英国; 语言:英语/法语/德语; 上映日期:2014-02-06(柏林电影节)/2014-03-28(美国); 片长:99分钟; 又名:布达佩斯大酒店(港)/欢迎来到布达佩斯大饭店(台); IMDb链接:tt2278388; ; ,8.8,https://movie.douban.com/subject/11525673/
